Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,68,68,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,98,98,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,85+,180,186,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,381,387,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,13,15,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,35,38,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,62,66,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,85+,114,124,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,225,244,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrest,I46,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrest,I46,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrest,I46,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrest,I46,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrest,I46,55-64,18,18,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrest,I46,65-74,30,30,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrest,I46,75-84,16,16,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrest,I46,85+,16,16,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrest,I46,All Ages,92,92,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,27,28,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,44,45,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,93,95,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,172,176,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Heart failure,I50,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Heart failure,I50,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Heart failure,I50,35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Heart failure,I50,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Heart failure,I50,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Heart failure,I50,65-74,34,34,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Heart failure,I50,75-84,55,55,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Heart failure,I50,85+,107,107,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Heart failure,I50,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Heart failure,I50,All Ages,206,206,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,22,23,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,34,36,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,46,47,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,106,110,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,14,15,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,33,34,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,35,36,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,52,60,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,137,148,
01/31/2021,01/04/2020,01/30/2021,SD,Sepsis,Sepsis,A40-A41,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Sepsis,Sepsis,A40-A41,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Sepsis,Sepsis,A40-A41,45-54,10,10,
01/31/2021,01/04/2020,01/30/2021,SD,Sepsis,Sepsis,A40-A41,55-64,15,15,
01/31/2021,01/04/2020,01/30/2021,SD,Sepsis,Sepsis,A40-A41,65-74,37,37,
01/31/2021,01/04/2020,01/30/2021,SD,Sepsis,Sepsis,A40-A41,75-84,27,27,
01/31/2021,01/04/2020,01/30/2021,SD,Sepsis,Sepsis,A40-A41,85+,20,20,
01/31/2021,01/04/2020,01/30/2021,SD,Sepsis,Sepsis,A40-A41,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Sepsis,Sepsis,A40-A41,All Ages,114,114,
01/31/2021,01/04/2020,01/30/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,30,34,
01/31/2021,01/04/2020,01/30/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,29,33,
01/31/2021,01/04/2020,01/30/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,27,28,
01/31/2021,01/04/2020,01/30/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,103,116,
01/31/2021,01/04/2020,01/30/2021,SD,Diabetes,Diabetes,E10-E14,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Diabetes,Diabetes,E10-E14,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Diabetes,Diabetes,E10-E14,45-54,13,13,
01/31/2021,01/04/2020,01/30/2021,SD,Diabetes,Diabetes,E10-E14,55-64,32,32,
01/31/2021,01/04/2020,01/30/2021,SD,Diabetes,Diabetes,E10-E14,65-74,87,88,
01/31/2021,01/04/2020,01/30/2021,SD,Diabetes,Diabetes,E10-E14,75-84,96,97,
01/31/2021,01/04/2020,01/30/2021,SD,Diabetes,Diabetes,E10-E14,85+,106,106,
01/31/2021,01/04/2020,01/30/2021,SD,Diabetes,Diabetes,E10-E14,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Diabetes,Diabetes,E10-E14,All Ages,338,340,
01/31/2021,01/04/2020,01/30/2021,SD,Obesity,Obesity,E65-E68,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Obesity,Obesity,E65-E68,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Obesity,Obesity,E65-E68,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Obesity,Obesity,E65-E68,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Obesity,Obesity,E65-E68,65-74,21,21,
01/31/2021,01/04/2020,01/30/2021,SD,Obesity,Obesity,E65-E68,75-84,14,14,
01/31/2021,01/04/2020,01/30/2021,SD,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Obesity,Obesity,E65-E68,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Obesity,Obesity,E65-E68,All Ages,60,60,
01/31/2021,01/04/2020,01/30/2021,SD,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Alzheimer disease,Alzheimer disease,G30,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Alzheimer disease,Alzheimer disease,G30,75-84,44,44,
01/31/2021,01/04/2020,01/30/2021,SD,Alzheimer disease,Alzheimer disease,G30,85+,100,100,
01/31/2021,01/04/2020,01/30/2021,SD,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Alzheimer disease,Alzheimer disease,G30,All Ages,154,154,
01/31/2021,01/04/2020,01/30/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,17,17,
01/31/2021,01/04/2020,01/30/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,47,47,
01/31/2021,01/04/2020,01/30/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,136,136,
01/31/2021,01/04/2020,01/30/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,207,207,
01/31/2021,01/04/2020,01/30/2021,SD,Renal failure,Renal failure,N17-N19,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Renal failure,Renal failure,N17-N19,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Renal failure,Renal failure,N17-N19,45-54,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Renal failure,Renal failure,N17-N19,55-64,18,18,
01/31/2021,01/04/2020,01/30/2021,SD,Renal failure,Renal failure,N17-N19,65-74,42,43,
01/31/2021,01/04/2020,01/30/2021,SD,Renal failure,Renal failure,N17-N19,75-84,46,50,
01/31/2021,01/04/2020,01/30/2021,SD,Renal failure,Renal failure,N17-N19,85+,58,63,
01/31/2021,01/04/2020,01/30/2021,SD,Renal failure,Renal failure,N17-N19,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Renal failure,Renal failure,N17-N19,All Ages,178,189,
01/31/2021,01/04/2020,01/30/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
